ID,Tracker,Status,Priority,Subject,Category,Estimated time,Description,Caratteristica di riferimento,,Assegnatario,Tempo Effettivo,Hash Commit
M132,To-Do,New,Normal,"java:S3824:  ""Replace this Map.get() and condition with a call to Map.computeIfAbsent().""",MAJOR,10min,Key: AYfl9rgKd9SEFTPV551x Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/CpBands.java - startLine: 163;startOffset: 30;endOffset: 57;endLine: 163,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h05m,468e8008e0eb6a47d611d5195a9141f411e929f0
M133,To-Do,New,Normal,"java:S3824:  ""Replace this Map.get() and condition with a call to Map.computeIfAbsent().""",MAJOR,10min,Key: AYfl9rgKd9SEFTPV551y Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/CpBands.java - startLine: 173;startOffset: 24;endOffset: 45;endLine: 173,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h05m,6d3f88812e0018f51b9701ae014e8004d327bf33
M134,To-Do,New,Normal,"java:S3824:  ""Replace this Map.get() and condition with a call to Map.computeIfAbsent().""",MAJOR,10min,Key: AYfl9rgKd9SEFTPV551t Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/CpBands.java - startLine: 188;startOffset: 38;endOffset: 81;endLine: 188,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h05m,6d82d5db3f1e1d2b8ebb306259b1d03bbb557d57
M135,To-Do,New,Normal,"java:S3824:  ""Replace this Map.get() and condition with a call to Map.computeIfAbsent().""",MAJOR,10min,Key: AYfl9rgKd9SEFTPV551u Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/CpBands.java - startLine: 202;startOffset: 38;endOffset: 81;endLine: 202,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h05m,643cdd34060a99da3d20d03ff3b49f1ffdd5e7cd
M136,To-Do,New,Normal,"java:S3824:  ""Replace this Map.get() and condition with a call to Map.computeIfAbsent().""",MAJOR,10min,Key: AYfl9rgKd9SEFTPV5511 Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/CpBands.java - startLine: 228;startOffset: 24;endOffset: 51;endLine: 228,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h05m,51bbb786806e656cdc9b715cac0c4f90cf1fe04e
M137,To-Do,New,Normal,"java:S3824:  ""Replace this Map.get() and condition with a call to Map.computeIfAbsent().""",MAJOR,10min,Key: AYfl9rgKd9SEFTPV5512 Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/CpBands.java - startLine: 240;startOffset: 28;endOffset: 58;endLine: 240,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h05m,005457448dd70b4671875bd175a8330bee3a1afb
M138,To-Do,New,Normal,"java:S3824:  ""Replace this Map.get() and condition with a call to Map.computeIfAbsent().""",MAJOR,10min,Key: AYfl9rgKd9SEFTPV551z Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/CpBands.java - startLine: 265;startOffset: 24;endOffset: 51;endLine: 265,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h05m,03a2ba641c172e95479e8d078ef5ea60226a3984
M139,To-Do,New,Normal,"java:S1607:  ""Either add an explanation about why this test is skipped or remove the @Disabled annotation.""",MAJOR,10min,Key: AYfl9sC2d9SEFTPV56by Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/ArTestCase.java - startLine: 328;startOffset: 16;endOffset: 43;endLine: 328,Maintenance (Code Smells),,Francesco Paolo Ragusa,rejected,
M140,To-Do,New,Normal,"java:S1607:  ""Either add an explanation about why this test is skipped or remove the @Disabled annotation.""",MAJOR,10min,Key: AYfl9sC2d9SEFTPV56bz Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/ArTestCase.java - startLine: 370;startOffset: 16;endOffset: 43;endLine: 370,Maintenance (Code Smells),,Francesco Paolo Ragusa,rejected,
M141,To-Do,New,Normal,"java:S5976:  ""Replace these 6 tests with a single Parameterized one.""",MAJOR,10min,Key: AYfl9r-bd9SEFTPV56Wi Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarUtilsTest.java - startLine: 145;startOffset: 16;endOffset: 69;endLine: 145,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h05m,f509e1b9752a48abdb7867c50e5c0d8bdd5f4002
M142,To-Do,New,Normal,"java:S5976:  ""Replace these 4 tests with a single Parameterized one.""",MAJOR,10min,Key: AYfl9r-bd9SEFTPV56Wj Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/archivers/tar/TarUtilsTest.java - startLine: 269;startOffset: 16;endOffset: 60;endLine: 269,Maintenance (Code Smells),,Francesco Paolo Ragusa,rejected,
M143,To-Do,New,Normal,"java:S5976:  ""Replace these 3 tests with a single Parameterized one.""",MAJOR,10min,Key: AYfl9sJud9SEFTPV56jW Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/changes/ChangeSetTestCase.java - startLine: 411;startOffset: 16;endOffset: 29;endLine: 411,Maintenance (Code Smells),,Francesco Paolo Ragusa,rejected,
M144,To-Do,New,Normal,"java:S5976:  ""Replace these 7 tests with a single Parameterized one.""",MAJOR,10min,Key: AYfl9r19d9SEFTPV56IK Path: org.apache.commons_commons-compress:src/test/java/org/apache/commons/compress/harmony/unpack200/tests/ArchiveTest.java - startLine: 111;startOffset: 16;endOffset: 37;endLine: 111,Maintenance (Code Smells),,Francesco Paolo Ragusa,rejected,
M145,To-Do,New,Normal,"java:S3824:  ""Replace this Map.get() and condition with a call to Map.computeIfAbsent().""",MAJOR,10min,Key: AYfl9rY2d9SEFTPV55tH Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/IcBands.java - startLine: 220;startOffset: 39;endOffset: 66;endLine: 220,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h5m,fa0bf97aa26c9127923439c58fd56776f70a1aab
M146,To-Do,New,Normal,"java:S106:  ""Replace this use of System.out or System.err by a logger.""",MAJOR,10min,Key: AYfl9rwcd9SEFTPV56Fe Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/Lister.java - startLine: 134;startOffset: 8;endOffset: 18;endLine: 134,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h5m,777e1a1153eafd89495d17239c679afe1a72dfb6
M147,To-Do,New,Normal,"java:S106:  ""Replace this use of System.out or System.err by a logger.""",MAJOR,10min,Key: AYfl9rwcd9SEFTPV56Ff Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/Lister.java - startLine: 135;startOffset: 8;endOffset: 18;endLine: 135,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h5m,6cd3b542e2dbccd3e75dcc76c703c8adf8213600
M148,To-Do,New,Normal,"java:S106:  ""Replace this use of System.out or System.err by a logger.""",MAJOR,10min,Key: AYfl9rwcd9SEFTPV56FT Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/Lister.java - startLine: 60;startOffset: 12;endOffset: 22;endLine: 60,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h5m,4a147faffd0e4c3721dc588c163666a38a8a1488
M149,To-Do,New,Normal,"java:S106:  ""Replace this use of System.out or System.err by a logger.""",MAJOR,10min,Key: AYfl9rwcd9SEFTPV56FZ Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/Lister.java - startLine: 90;startOffset: 12;endOffset: 22;endLine: 90,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h5m,aee1a6f7f59091f8ba877c23fb8f2817d0fe2fda
M150,To-Do,New,Normal,"java:S106:  ""Replace this use of System.out or System.err by a logger.""",MAJOR,10min,Key: AYfl9rgYd9SEFTPV552V Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/Archive.java - startLine: 187;startOffset: 99;endOffset: 109;endLine: 187,Maintenance (Code Smells),,Francesco Paolo Ragusa,rejected,
M151,To-Do,New,Normal,"java:S106:  ""Replace this use of System.out or System.err by a logger.""",MAJOR,10min,Key: AYfl9rmSd9SEFTPV55_8 Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/sevenz/CLI.java - startLine: 61;startOffset: 20;endOffset: 30;endLine: 61,Maintenance (Code Smells),,Francesco Paolo Ragusa,rejected,
M152,To-Do,New,Normal,"java:S106:  ""Replace this use of System.out or System.err by a logger.""",MAJOR,10min,Key: AYfl9rkzd9SEFTPV55-8 Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/pack200/BandSet.java - startLine: 295;startOffset: 12;endOffset: 22;endLine: 295,Maintenance (Code Smells),,Francesco Paolo Ragusa,rejected,
M153,To-Do,New,Normal,"java:S127:  ""Refactor the code in order to not assign to this loop counter from within the loop body.""",MAJOR,10min,Key: AYfl9ri9d9SEFTPV557B Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/pack200/CpBands.java - startLine: 308;startOffset: 32;endOffset: 33;endLine: 308,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h5m,035e1b985e40c4f4151a509ddec34590381db80e
M154,To-Do,New,Normal,"java:S4042:  ""Use java.nio.file.Files#delete here for better messages on error conditions.""",MAJOR,10min,Key: AYfl9rgYd9SEFTPV552a Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/Archive.java - startLine: 226;startOffset: 31;endOffset: 37;endLine: 226,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h5m,1e79c150d46b404b874935e4b31f45eb780a90d5
M155,To-Do,New,Normal,"java:S127:  ""Refactor the code in order to not assign to this loop counter from within the loop body.""",MAJOR,10min,Key: AYfl9rfQd9SEFTPV55zn Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/BcBands.java - startLine: 360;startOffset: 28;endOffset: 29;endLine: 360,Maintenance (Code Smells),,Francesco Paolo Ragusa,rejected,
M156,To-Do,New,Normal,"java:S127:  ""Refactor the code in order to not assign to this loop counter from within the loop body.""",MAJOR,10min,Key: AYfl9rZNd9SEFTPV55tM Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/bytecode/ClassFile.java - startLine: 51;startOffset: 16;endOffset: 17;endLine: 51,Maintenance (Code Smells),,Francesco Paolo Ragusa,rejected,
M157,To-Do,New,Normal,"java:S127:  ""Refactor the code in order to not assign to this loop counter from within the loop body.""",MAJOR,10min,Key: AYfl9rcjd9SEFTPV55x8 Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/harmony/unpack200/bytecode/CodeAttribute.java - startLine: 78;startOffset: 16;endOffset: 17;endLine: 78,Maintenance (Code Smells),,Francesco Paolo Ragusa,rejected,
M158,To-Do,New,Normal,"java:S106:  ""Replace this use of System.out or System.err by a logger.""",MAJOR,10min,Key: AYfl9rmSd9SEFTPV55__ Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/sevenz/CLI.java - startLine: 106;startOffset: 8;endOffset: 18;endLine: 106,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h5m,e28d3ae691523ef2b51064f22871083611241ef8
M159,To-Do,New,Normal,"java:S106:  ""Replace this use of System.out or System.err by a logger.""",MAJOR,10min,Key: AYfl9rwcd9SEFTPV56FU Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/Lister.java - startLine: 65;startOffset: 16;endOffset: 26;endLine: 65,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h5m,e9fe94d05212a981f239fc6002d00134e812b83f
M160,To-Do,New,Normal,"java:S106:  ""Replace this use of System.out or System.err by a logger.""",MAJOR,10min,Key: AYfl9rwcd9SEFTPV56Fa Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/Lister.java - startLine: 92;startOffset: 16;endOffset: 26;endLine: 92,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h5m,158f4d437389c861aad1efc11a27eb9efada8809
M161,To-Do,New,Normal,"java:S106:  ""Replace this use of System.out or System.err by a logger.""",MAJOR,10min,Key: AYfl9rwcd9SEFTPV56Fd Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/Lister.java - startLine: 133;startOffset: 8;endOffset: 18;endLine: 133,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h5m,2e4d6e9533da95afe6cf42f6eebc956eef306bfe
M162,To-Do,New,Normal,"java:S1700:  ""Rename field serviceLoaderIterator""",MAJOR,10min,Key: AYfl9ryDd9SEFTPV56Fr Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/utils/ServiceLoaderIterator.java - startLine: 41;startOffset: 30;endOffset: 51;endLine: 41,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h5m,0389dcb5e1a7abe7ba82f452136cc48f77ec103f
M163,To-Do,New,Normal,"java:S106:  ""Replace this use of System.out or System.err by a logger.""",MAJOR,10min,Key: AYfl9rmSd9SEFTPV55_2 Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/sevenz/CLI.java - startLine: 47;startOffset: 16;endOffset: 26;endLine: 47,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h5m,56cd891eb5b5cdec2fb6137c08c335670e4b5ed7
M164,To-Do,New,Normal,"java:S106:  ""Replace this use of System.out or System.err by a logger.""",MAJOR,10min,Key: AYfl9rmSd9SEFTPV55_3 Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/sevenz/CLI.java - startLine: 49;startOffset: 20;endOffset: 30;endLine: 49,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h5m,c48928cbe5b3d22e5190c07fe288d22b5b1901bb
M165,To-Do,New,Normal,"java:S106:  ""Replace this use of System.out or System.err by a logger.""",MAJOR,10min,Key: AYfl9rmSd9SEFTPV55_5 Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/sevenz/CLI.java - startLine: 54;startOffset: 20;endOffset: 30;endLine: 54,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h5m,b25809b6ae5d9f576940d8585e53b57f2d1ca6a4
M166,To-Do,New,Normal,"java:S106:  ""Replace this use of System.out or System.err by a logger.""",MAJOR,10min,Key: AYfl9rmSd9SEFTPV55_6 Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/sevenz/CLI.java - startLine: 56;startOffset: 20;endOffset: 30;endLine: 56,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h5m,b2e6afbc54d137349492cbc3a100ebc4d6c48077
M167,To-Do,New,Normal,"java:S106:  ""Replace this use of System.out or System.err by a logger.""",MAJOR,10min,Key: AYfl9rmSd9SEFTPV55_7 Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/sevenz/CLI.java - startLine: 59;startOffset: 20;endOffset: 30;endLine: 59,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h5m,25c991d44982831aa41907a08a9b9f94227ae18a
M168,To-Do,New,Normal,"java:S106:  ""Replace this use of System.out or System.err by a logger.""",MAJOR,10min,Key: AYfl9rmSd9SEFTPV55_9 Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/sevenz/CLI.java - startLine: 92;startOffset: 8;endOffset: 18;endLine: 92,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h5m,b056b96b578e46ea84cf45e41f46ad03db5b33ae
M169,To-Do,New,Normal,"java:S106:  ""Replace this use of System.out or System.err by a logger.""",MAJOR,10min,Key: AYfl9rmSd9SEFTPV55_- Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/sevenz/CLI.java - startLine: 95;startOffset: 12;endOffset: 22;endLine: 95,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h5m,4a8eeb7c1d919c475fb27f2159280ab0069b7f90
M170,To-Do,New,Normal,"java:S127:  ""Refactor the code in order to not assign to this loop counter from within the loop body.""",MAJOR,10min,Key: AYfl9rT3d9SEFTPV55q- Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/compressors/bzip2/BlockSort.java - startLine: 758;startOffset: 57;endOffset: 58;endLine: 758,Maintenance (Code Smells),,Francesco Paolo Ragusa,rejected,
M171,To-Do,New,Normal,"java:S127:  ""Refactor the code in order to not assign to this loop counter from within the loop body.""",MAJOR,10min,Key: AYfl9rT3d9SEFTPV55q_ Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/compressors/bzip2/BlockSort.java - startLine: 969;startOffset: 12;endOffset: 13;endLine: 969,Maintenance (Code Smells),,Francesco Paolo Ragusa,rejected,
M172,To-Do,New,Normal,"java:S1871:  ""This case's code block is the same as the block for the case on line 246.""",MAJOR,10min,Key: AYfl9rtKd9SEFTPV56EB Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/archivers/cpio/CpioArchiveEntry.java - startLine: 250;startOffset: 8;endOffset: 18;endLine: 253,Maintenance (Code Smells),,Francesco Paolo Ragusa,0h5m,1a0b54b4f70720c891c9776171ea4bf0d5a545ba
M173,To-Do,New,Normal,"java:S127:  ""Refactor the code in order to not assign to this loop counter from within the loop body.""",MAJOR,10min,Key: AYfl9rTRd9SEFTPV55p_ Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/compressors/bzip2/BZip2CompressorOutputStream.java - startLine: 249;startOffset: 12;endOffset: 19;endLine: 249,Maintenance (Code Smells),,Francesco Paolo Ragusa,rejected,
M174,To-Do,New,Normal,"java:S127:  ""Refactor the code in order to not assign to this loop counter from within the loop body.""",MAJOR,10min,Key: AYfl9rTRd9SEFTPV55qA Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/compressors/bzip2/BZip2CompressorOutputStream.java - startLine: 367;startOffset: 20;endOffset: 27;endLine: 367,Maintenance (Code Smells),,Francesco Paolo Ragusa,rejected,
M175,To-Do,New,Normal,"java:S127:  ""Refactor the code in order to not assign to this loop counter from within the loop body.""",MAJOR,10min,Key: AYfl9rTRd9SEFTPV55qB Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/compressors/bzip2/BZip2CompressorOutputStream.java - startLine: 920;startOffset: 24;endOffset: 26;endLine: 920,Maintenance (Code Smells),,Francesco Paolo Ragusa,rejected,
M176,To-Do,New,Normal,"java:S127:  ""Refactor the code in order to not assign to this loop counter from within the loop body.""",MAJOR,10min,Key: AYfl9rTRd9SEFTPV55qD Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/compressors/bzip2/BZip2CompressorOutputStream.java - startLine: 1185;startOffset: 16;endOffset: 18;endLine: 1185,Maintenance (Code Smells),,Francesco Paolo Ragusa,rejected,
M177,To-Do,New,Normal,"java:S127:  ""Refactor the code in order to not assign to this loop counter from within the loop body.""",MAJOR,10min,Key: AYfl9rUZd9SEFTPV55rv Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java - startLine: 843;startOffset: 12;endOffset: 13;endLine: 843,Maintenance (Code Smells),,Francesco Paolo Ragusa,rejected,
M178,To-Do,New,Normal,"java:S127:  ""Refactor the code in order to not assign to this loop counter from within the loop body.""",MAJOR,10min,Key: AYfl9rTRd9SEFTPV55qC Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/compressors/bzip2/BZip2CompressorOutputStream.java - startLine: 937;startOffset: 16;endOffset: 18;endLine: 937,Maintenance (Code Smells),,Francesco Paolo Ragusa,rejected,
M179,To-Do,New,Normal,"java:S127:  ""Refactor the code in order to not assign to this loop counter from within the loop body.""",MAJOR,10min,Key: AYfl9rTRd9SEFTPV55qE Path: org.apache.commons_commons-compress:src/main/java/org/apache/commons/compress/compressors/bzip2/BZip2CompressorOutputStream.java - startLine: 1188;startOffset: 12;endOffset: 14;endLine: 1188,Maintenance (Code Smells),,Francesco Paolo Ragusa,rejected,
